################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Sylvester
### Launch time: 15:16:55 4/9/2020
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident
################################################################################################
1	16:16:55	4/9/2020 	12	661.80	26.69	20.26	25.36	101355.89	5521	0	
2	16:16:55	4/9/2020 	25	595.13	9.72	17.58	25.36	101355.89	5926	0	
3	16:16:55	4/9/2020 	30	477.51	6.39	13.65	25.36	101355.89	1875	0	
4	16:16:55	4/9/2020 	36	409.03	6.53	11.69	25.36	101355.89	1873	0	
5	16:16:55	4/9/2020 	44	868.22	253.84	37.54	25.36	101355.89	1877	0	
6	16:16:55	4/9/2020 	53	263.68	6.55	8.68	25.36	101355.89	1875	0	
7	16:16:55	4/9/2020 	58	273.13	6.31	8.84	25.36	101355.89	1872	0	
8	16:16:55	4/9/2020 	76	510.74	6.47	14.70	25.36	101355.89	1873	0	
9	16:16:55	4/9/2020 	88	776.51	130.83	27.57	25.36	101355.89	1872	0	
10	16:16:55	4/9/2020 	95	498.30	6.84	14.30	25.36	101355.89	3894	0	
11	16:16:55	4/9/2020 	99	346.62	6.41	10.22	25.36	101355.89	1871	0	
12	16:16:55	4/9/2020 	105	297.74	6.71	9.28	25.36	101355.89	1874	0	
13	16:16:55	4/9/2020 	138	265.47	5.93	8.71	25.36	101356.59	1873	0	
14	16:16:55	4/9/2020 	149	700.00	44.59	22.19	25.36	101356.59	1873	0	
15	16:16:55	4/9/2020 	156	307.36	6.17	9.45	25.36	101356.59	1875	0	
16	16:16:55	4/9/2020 	164	815.71	173.78	31.37	25.36	101356.59	1874	0	
17	16:16:55	4/9/2020 	169	840.56	209.12	34.16	25.36	101356.59	3839	0	
18	16:16:55	4/9/2020 	184	600.09	12.46	17.76	25.36	101356.59	1874	0	
19	16:16:55	4/9/2020 	194	347.70	6.15	10.24	25.36	101356.59	1875	0	
20	16:16:55	4/9/2020 	206	540.09	6.74	15.66	25.36	101356.59	1873	0	
21	16:16:55	4/9/2020 	221	501.02	6.86	14.39	25.36	101356.59	1870	0	
22	16:16:55	4/9/2020 	224	264.94	5.92	8.70	25.36	101356.59	1872	0	
23	16:16:55	4/9/2020 	231	280.71	5.92	8.97	25.36	101356.59	1873	0	
24	16:16:55	4/9/2020 	245	598.16	10.45	17.69	25.36	101356.59	1872	0	
25	16:16:55	4/9/2020 	260	309.29	6.19	9.49	25.36	101356.59	3839	0	
26	16:16:55	4/9/2020 	265	291.19	6.08	9.16	25.36	101356.59	1873	0	
27	16:16:55	4/9/2020 	271	267.98	6.45	8.75	25.36	101356.59	1874	0	
28	16:16:55	4/9/2020 	284	517.68	7.07	14.93	25.36	101356.59	1874	0	
29	16:16:55	4/9/2020 	297	283.27	6.08	9.02	25.36	101356.59	1870	0	
30	16:16:55	4/9/2020 	307	261.12	6.32	8.63	25.36	101356.59	1873	0	
31	16:16:55	4/9/2020 	320	626.85	14.30	18.78	25.36	101356.59	1885	0	
32	16:16:55	4/9/2020 	330	802.06	168.15	29.96	25.36	101356.59	3839	0	
33	16:16:55	4/9/2020 	333	578.66	8.52	16.99	25.36	101356.59	1875	0	
34	16:16:55	4/9/2020 	351	864.38	233.29	37.06	25.36	101356.59	1874	0	
35	16:16:55	4/9/2020 	362	266.12	6.77	8.72	25.36	101356.59	1874	0	
36	16:16:55	4/9/2020 	367	559.80	7.95	16.33	25.36	101356.59	1875	0	
37	16:16:55	4/9/2020 	404	657.61	27.53	20.07	25.36	101356.59	1872	0	
38	16:16:55	4/9/2020 	409	457.74	6.39	13.05	25.36	101356.59	2259	0	
39	16:16:55	4/9/2020 	423	625.81	17.01	18.74	25.36	101356.59	1873	0	
40	16:16:55	4/9/2020 	458	831.48	199.48	33.11	25.36	101356.59	3839	0	
41	16:16:56	4/9/2020 	466	246.68	5.89	8.37	25.36	101356.59	1875	0	
42	16:16:56	4/9/2020 	470	851.61	218.18	35.48	25.36	101356.59	1876	0	
43	16:16:56	4/9/2020 	487	529.86	6.90	15.33	25.36	101356.59	2013	0	
44	16:16:56	4/9/2020 	505	700.28	50.69	22.20	25.36	101356.59	1871	0	
45	16:16:56	4/9/2020 	525	612.42	13.15	18.22	25.36	101356.59	1874	0	
46	16:16:56	4/9/2020 	530	656.67	26.64	20.03	25.36	101356.59	1874	0	
47	16:16:56	4/9/2020 	535	447.06	6.43	12.74	25.36	101356.59	3839	0	
48	16:16:56	4/9/2020 	551	283.70	6.09	9.03	25.36	101356.59	1889	0	
49	16:16:56	4/9/2020 	561	261.76	6.22	8.64	25.36	101356.59	1872	0	
50	16:16:56	4/9/2020 	570	759.88	99.47	26.18	25.36	101356.59	1873	0	
51	16:16:56	4/9/2020 	580	579.50	9.15	17.02	25.36	101356.59	1875	0	
52	16:16:56	4/9/2020 	593	365.84	6.63	10.63	25.36	101356.59	1874	0	
53	16:16:56	4/9/2020 	597	324.58	6.31	9.77	25.36	101356.59	1873	0	
54	16:16:56	4/9/2020 	624	386.73	6.50	11.12	25.36	101356.59	3838	0	
55	16:16:56	4/9/2020 	636	537.48	7.20	15.58	25.36	101356.59	1872	0	
56	16:16:56	4/9/2020 	647	226.39	6.52	8.00	25.36	101356.59	1871	0	
57	16:16:56	4/9/2020 	667	559.57	8.00	16.32	25.36	101356.59	1873	0	
58	16:16:56	4/9/2020 	675	516.96	6.66	14.90	25.35	101357.31	1873	0	
59	16:16:56	4/9/2020 	681	932.03	444.25	45.50	25.35	101357.31	1871	0	
60	16:16:56	4/9/2020 	713	704.49	50.54	22.44	25.35	101357.31	1875	0	
61	16:16:56	4/9/2020 	722	436.02	6.59	12.42	25.35	101357.31	1875	0	
62	16:16:56	4/9/2020 	737	472.13	5.72	13.49	25.35	101357.31	3948	0	
63	16:16:56	4/9/2020 	772	784.71	144.46	28.30	25.35	101357.31	1872	0	
64	16:16:56	4/9/2020 	778	367.33	6.14	10.67	25.35	101357.31	1875	0	
65	16:16:56	4/9/2020 	793	686.58	43.14	21.47	25.35	101357.31	1873	0	
66	16:16:56	4/9/2020 	799	260.70	5.95	8.62	25.35	101357.31	1874	0	
67	16:16:56	4/9/2020 	801	580.79	9.68	17.06	25.35	101357.31	1874	0	
68	16:16:56	4/9/2020 	819	329.17	6.07	9.86	25.35	101357.31	1875	0	
69	16:16:56	4/9/2020 	833	502.71	6.55	14.44	25.35	101357.31	3855	0	
70	16:16:56	4/9/2020 	842	659.31	30.01	20.15	25.35	101357.31	1872	0	
71	16:16:56	4/9/2020 	857	389.90	6.42	11.20	25.35	101357.31	1875	0	
72	16:16:56	4/9/2020 	861	260.42		8.62	25.35	101357.31	1874	0	
73	16:16:56	4/9/2020 	875	317.36	6.23	9.64	25.35	101357.31	1858	0	
74	16:16:56	4/9/2020 	878	819.71	188.19	31.80	25.35	101357.31	1873	0	
75	16:16:56	4/9/2020 	891	469.68	6.83	13.41	25.35	101357.31	1875	0	
76	16:16:56	4/9/2020 	898	725.57	71.19	23.72	25.35	101357.31	1872	0	
